hanzi,pinyin,english
煎,jian1,"to pan fry, to sauté,"
信封,xin4 feng1,"envelope, CL:個|个[gè],"
业务,ye4 wu4,"business, professional work, service, CL:項|项[xiàng],"
运输,yun4 shu1,"transport, haulage, transit, CL:個|个[gè],"
制定,zhi4 ding4,"to draw up, to formulate,"
收据,shou1 ju4,"receipt, CL:張|张[zhāng],"
传递,chuan2 di4,"to transmit, to pass on to sb else,"
工程师,gong1 cheng2 shi1,"engineer, CL:個|个,位,名[míng],"
宁可,ning4 ke3,"preferably, one would prefer to...(or not to...), would rather, (would) be better to, (to pick) the lesser of two evils,"
神话,shen2 hua4,"legend, fairy tale, myth, mythology,"
桃,tao2,"peach,"
耽误,dan1 wu5,"to delay, to hold up, to waste time, to interfere with,"
待遇,dai4 yu4,"treatment, pay, wages, status, salary,"
问候,wen4 hou4,"to give one's respects, to send a greeting,"
提问,ti2 wen4,"to question, to quiz, to grill,"
打工,da3 gong1,"to work a temporary or casual job, (of students) to have a job outside of class time, or during vacation,"
核心,he2 xin1,"core, nucleus,"
开发,kai1 fa1,"to exploit (a resource), to open up (for development), to develop,"
本质,ben3 zhi4,"essence, nature, innate character, intrinsic quality,"
麦克风,mai4 ke4 feng1,"microphone (loanword),"
模糊,mo2 hu5,"vague, indistinct, fuzzy,"
统一,tong3 yi1,"to unify, to unite, to integrate,"
补充,bu3 chong1,"to replenish, to supplement, to complement, additional, supplementary, CL:個|个[gè],"
分配,fen1 pei4,"to distribute, to assign, to allocate, to partition (a hard drive),"
花生,hua1 sheng1,"peanut, groundnut, CL:粒[lì],"
嘉宾,jia1 bin1,"esteemed guest, honored guest, guest (on a show),"
形势,xing2 shi4,"circumstances, situation, terrain, CL:個|个[gè],"
平等,ping2 deng3,"equal, equality,"
软件,ruan3 jian4,"(computer) software,"
多余,duo1 yu2,"superfluous, unnecessary, surplus,"
会计,kuai4 ji4,"accountant, accountancy, accounting,"
零件,ling2 jian4,"part, component,"
浅,jian1,"shallow, light (color),"
青春,qing1 chun1,"youth, youthfulness,"
发抖,fa1 dou3,"to tremble, to shake, to shiver,"
工业,gong1 ye4,"industry,"
日常,ri4 chang2,"daily, everyday,"
体贴,ti3 tie1,"considerate (of other people's needs),"
飘,piao1,"to float,"
善于,shan4 yu2,"to be good at, to be adept at,"
球迷,qiu2 mi2,"soccer fan, crazy about ball sports, CL:個|个[gè],"
改进,gai3 jin4,"to improve, to make better, CL:個|个[gè],"
集体,ji2 ti3,"collective, social, team, CL:個|个[gè],"
时髦,shi2 mao2,"in vogue, fashionable,"
挣钱,zheng4 qian2,"to make money,"
测验,ce4 yan4,"test, to test, CL:次,個|个[gè],"
吸收,xi1 shou1,"to absorb, to assimilate, to ingest, to recruit,"
担任,dan1 ren4,"to hold a governmental office or post, to assume office of, to take charge of, to serve as,"
怪不得,guai4 bu5 de5,"no wonder!, so that's why!,"
融化,rong2 hua4,"to melt, to thaw, to dissolve, to blend into, to combine, to fuse,"
祖国,zu3 guo2,"ancestral land CL:個|个[gè], homeland, used for PRC,"
县,xian4,"county,"
改善,gai3 shan4,"to make better, to improve, CL:個|个[gè],"
总共,zong3 gong4,"altogether, in sum, in all, in total,"
文学,wen2 xue2,"literature, CL:種|种[zhǒng],"
打听,da3 ting5,"to ask about, to inquire about,"
彩虹,cai3 hong2,"rainbow,"
劳驾,lao2 jia4,"excuse me,"
平均,ping2 jun1,"average,"
日程,ri4 cheng2,"schedule, itinerary, CL:個|个[gè],"
此外,ci3 wai4,"besides, in addition, moreover, furthermore,"
制度,zhi4 du4,"system (e.g. political, adminstrative etc), institution, CL:個|个[gè],"
健身房,jian4 shen1 fang2,"gym, gymnasium,"
粒,li4,"grain, granule, classifier for small round things (peas, bullets, peanuts, pills, grains etc),"
液体,ye4 ti3,"liquid,"
单纯,dan1 chun2,"simple, pure, alone, merely,"
相对,xiang1 dui4,"relatively, opposite, to resist, to oppose, relative, vis-a-vis, counterpart,"
录取,lu4 qu3,"to recruit, to enroll,"
牛仔裤,niu2 zai3 ku4,"jeans, CL:條|条[tiáo], also written 牛崽褲|牛崽裤,"
阳台,yang2 tai2,"balcony, porch,"
差别,cha1 bie2,"difference, distinction, diversity, disparity,"
简历,jian3 li4,"Curriculum Vitae (CV), résumé (resume), biographical notes,"
利润,li4 run4,"profits,"
窗帘,chuang1 lian2,"window curtains,"
零钱,ling2 qian2,"change (of money), small change, pocket money,"
磁带,ci2 dai4,"magnetic tape, CL:盤|盘,盒[hé],"
丝毫,si1 hao2,"the slightest amount or degree, a bit,"
重量,zhong4 liang4,"weight, CL:個|个[gè],"
横,heng2,"horizontal, across, (horizontal character stroke),"
反复,fan3 fu4,"repeatedly, over and over,"
商品,shang1 pin3,"good, commodity, merchandise, CL:個|个[gè],"
台阶,tai2 jie1,"steps, flight of steps, step (over obstacle), fig. way out of an embarrassing situation, bench (geology),"
辣椒,la4 jiao1,"hot pepper, chili,"
突出,tu1 chu1,"prominent, outstanding, to give prominence to, to protrude, to project,"
涨,zhang3,"to rise (of prices, rivers),"
地道,di4 dao4,"authentic, genuine, typical, from a place known for the product, thorough, conscientious,"
强调,qiang2 diao4,"to emphasize (a statement), to stress,"
活跃,huo2 yue4,"active, vigorous,"
展览,zhan3 lan3,"to put on display, to exhibit, exhibition, show, CL:個|个,次[cì],"
转告,zhuan3 gao4,"to pass on, to communicate, to transmit,"
删除,shan1 chu2,"to delete, to cancel,"
豆腐,dou4 fu5,"tofu, bean curd,"
舅舅,jiu4 jiu5,"mother's brother, maternal uncle (informal), CL:個|个[gè],"
夸,kua1,"to boast, to exaggerate, to praise,"
包含,bao1 han2,"to contain, to embody, to include,"
皇帝,huang2 di4,"emperor, CL:個|个[gè],"
农民,nong2 min2,"peasant, CL:個|个[gè],"
协调,xie2 tiao2,"to coordinate, to harmonize, negotiation,"
危害,wei1 hai4,"to jeopardize, to harm, to endanger, CL:個|个[gè],"
缘故,yuan2 gu4,"reason, cause,"
志愿者,zhi4 yuan4 zhe3,"volunteer,"
恶劣,e4 lie4,"vile, nasty, of very poor quality,"
房东,fang2 dong1,"landlord,"
责备,ze2 bei4,"to blame, to criticize, condemnation, reproach,"
哲学,zhe2 xue2,"philosophy, CL:個|个[gè],"
柜台,gui4 tai2,"sales counter, front desk, bar, over the counter,"
滑冰,hua2 bing1,"to skate, skating,"
抄,chao1,"to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms,"
眉毛,mei2 mao5,"eyebrow, CL:根[gēn],"
悄悄,qiao1 qiao1,"quietly, secretly, stealthily, quiet, worried, Taiwan pr. [qiǎo qiǎo],"
接待,jie1 dai4,"to receive (a visitor), to admit (allow sb to enter),"
贸易,mao4 yi4,"(commercial) trade, CL:個|个[gè],"
辅导,fu3 dao3,"to coach, to tutor, to give advice (in study),"
何况,he2 kuang4,"let alone, to say nothing of, besides, what's more,"
具备,ju4 bei4,"to possess, to have, equipped with, able to fulfill (conditions or requirements),"
对比,dui4 bi3,"to contrast, contrast, ratio, CL:個|个[gè],"
纪律,ji4 lv4,"discipline,"
构成,gou4 cheng2,"to constitute, to form, to compose, to make up, to configure (computing),"
车厢,che1 xiang1,"carriage, CL:節|节[jié],"
姑姑,gu1 gu5,"paternal aunt, CL:個|个[gè],"
围巾,wei2 jin1,"scarf, shawl, CL:條|条[tiáo],"
消化,xiao1 hua4,"to digest, digestion, digestive,"
体现,ti3 xian4,"to embody, to reflect, to incarnate,"
规律,gui1 lv4,"rule (e.g. of science), law of behavior, regular pattern, rhythm, discipline,"
祖先,zu3 xian1,"ancestor, forebears,"
不得了,bu4 de2 liao3,"desperately serious, disastrous, extremely, exceedingly,"
密切,mi4 qie4,"close, familiar, intimate, closely (related), to foster close ties, to pay close attention,"
外交,wai4 jiao1,"diplomacy, diplomatic, foreign affairs, CL:個|个[gè],"
否定,fou3 ding4,"to negate, to deny, to reject, negative (answer), negation,"
观念,guan1 nian4,"notion, thought, concept, sense, views, ideology, general impressions,"
递,di4,"to hand over, to pass on sth, to gradually increase or decrease, progressively,"
鼓舞,gu3 wu3,"heartening (news), boost (morale), CL:個|个[gè],"
浇,jiao1,"to pour liquid, to irrigate (using waterwheel), to water, to cast (molten metal), to mold,"
规模,gui1 mo2,"scale, scope, extent, CL:個|个[gè],"
艰苦,jian1 ku3,"difficult, hard, arduous,"
佩服,pei4 fu2,"to admire,"
嗓子,sang3 zi5,"throat, voice, CL:把[bǎ],"
召开,zhao4 kai1,"to convene (a conference or meeting), to convoke, to call together,"
整体,zheng3 ti3,"whole entity, entire body, synthesis, as a whole (situation, construction, team etc), global, macrocosm, integral, holistic, whole,"
吨,dun1,"ton, Taiwan pr. [dùn],"
启发,qi3 fa1,"to enlighten, to explain and arouse interest, to inspire, inspiration, heuristic (attributively), to teach, CL:個|个[gè],"
手工,shou3 gong1,"handwork, manual,"
营养,ying2 yang3,"nutrition, nourishment, CL:種|种[zhǒng],"
幼儿园,you4 er2 yuan2,"kindergarten, nursery school,"
匆忙,cong1 mang2,"hasty, hurried,"
盆,pen2,"basin, flower pot, unit of volume equal to 12 斗 and 8 升, approx 128 liters, CL:個|个[gè],"
从而,cong2 er2,"thus, thereby,"
及格,ji2 ge2,"to pass a test,"
何必,he2 bi4,"there is no need, why should,"
特意,te4 yi4,"specially, intentionally,"
火柴,huo3 chai2,"match (for lighting fire), CL:根,盒[hé],"
淡,dan4,"insipid, diluted, weak, mild, light in color, tasteless, fresh, indifferent, nitrogen,"
目录,mu4 lu4,"catalog, table of contents, directory (on computer hard drive), list, contents,"
嫩,nen4,"tender, soft, delicate, light (color), inexperienced, unskilled,"
景色,jing3 se4,"scenery, scene, landscape, view,"
罐头,guan4 tou5,"tin, can, CL:個|个[gè],"
结实,jie1 shi2,"rugged, sturdy,"
痛快,tong4 kuai4,"overjoyed, delighted, happily, heartily, enjoying, also pr. [tòng kuai],"
手续,shou3 xu4,"procedure, CL:道,個|个[gè], formalities,"
综合,zong1 he2,"comprehensive, composite, synthesized, to sum up, to integrate, to synthesize,"
优美,you1 mei3,"graceful, fine, elegant,"
古代,gu3 dai4,"ancient times, olden times,"
壶,hu2,"pot, classifier for bottled liquid,"
围绕,wei2 rao4,"to revolve around, to center on (an issue),"
延长,Yan2 chang2,"to prolong, to extend, to delay,"
郊区,jiao1 qu1,"suburban district, outskirts, suburbs, CL:個|个[gè],"
利息,li4 xi1,"interest (on a loan), CL:筆|笔[bǐ],"
营业,ying2 ye4,"to do business, to trade,"
棉花,mian2 hua5,"cotton,"
实行,shi2 xing2,"to implement, to carry out, to put into practice,"
题目,ti2 mu4,"subject, title, topic, CL:個|个[gè],"
铜,tong2,"copper (chemistry), see also 紅銅|红铜[hóng tóng], CL:塊|块[kuài],"
消费,xiao1 fei4,"to consume, CL:個|个[gè],"
岸,an4,"bank, shore, beach, coast, CL:個|个[gè],"
预订,yu4 ding4,"to place an order, to book ahead,"
效率,xiao4 lv4,"efficiency,"
缓解,huan3 jie3,"to blunt, to dull, to ease, to help relieve (a crisis), to alleviate (pain),"
休闲,xiu1 xian2,"leisure, relaxation, not working, idle, to enjoy leisure, to lie fallow,"
预防,yu4 fang2,"to prevent, to take precautions against, to protect, to guard against, precautionary, prophylactic,"
碰见,peng4 jian4,"to run into, to meet (unexpectedly), to bump into,"
谦虚,qian1 xu1,"modest, self-effacing, to make modest remarks,"
客观,ke4 guan1,"objective, impartial,"
坚决,jian1 jue2,"firm, resolute, determined,"
感想,gan3 xiang3,"impressions, reflections, thoughts, CL:通,個|个[gè],"
亲切,qin1 qie4,"amiable, cordial, close and dear, familiar,"
比例,bi3 li4,"proportion, scale,"
必然,bi4 ran2,"inevitable, certain, necessity,"
爱心,ai4 xin1,"compassion, CL:片[piàn],"
过期,guo4 qi1,"to be overdue, to exceed the time limit, to expire (as in expiration date),"
海关,hai3 guan1,"customs (i.e. border crossing inspection), CL:個|个[gè],"
日历,ri4 li4,"calendar, CL:張|张,本[běn],"
拥挤,yong1 ji3,"crowded, to throng, congestion,"
建设,jian4 she4,"to build, to construct, construction, constructive,"
节省,jie2 sheng3,"saving, to save, to use sparingly, to cut down on,"
梨,li2,"pear, CL:個|个[gè],"
透明,tou4 ming2,"transparent, open (non-secretive),"
热心,re4 xin1,"enthusiasm, zeal, zealous, zest, enthusiastic, ardent, warmhearted,"
劳动,lao2 dong4,"work, toil, physical labor, CL:次[cì],"
家务,jia1 wu4,"household duties, housework,"
灵活,ling2 huo2,"flexible, nimble, agile,"
流传,liu2 chuan2,"to spread, to circulate, to hand down,"
参考,can1 kao3,"consultation, reference, to consult, to refer,"
称赞,cheng1 zan4,"to praise, to acclaim, to commend, to compliment,"
躲藏,duo3 cang2,"to hide oneself,"
侵略,qin1 lve4,"invasion, encroachment,"
邮局,you2 ju2,"post office, CL:家,個|个[gè],"
古典,gu3 dian3,"classical,"
改革,gai3 ge2,"reform, CL:次,種|种,項|项[xiàng], to reform,"
周到,zhou1 dao4,"thoughtful, considerate, attentive, thorough,"
点头,dian3 tou2,"to nod,"
高档,gao1 dang4,"superior quality, high grade, top grade,"
名牌,ming2 pai2,"famous brand,"
明信片,ming2 xin4 pian4,"postcard,"
勺子,shao2 zi5,"scoop, ladle, CL:把[bǎ],"
实践,shi2 jian4,"to practice, to put into practice, to fulfill,"
数码,shu4 ma3,"number, numerals, figures, digital, amount, numerical code,"
付款,fu4 kuan3,"to pay a sum of money, payment,"
灰尘,hui1 chen2,"dust,"
零食,ling2 shi2,"between-meal nibbles, snacks,"
总理,zong3 li3,"premier, prime minister, CL:個|个,位,名[míng],"
大方,da4 fang1,"generous, magnanimous, stylish, in good taste, easy-mannered, natural and relaxed,"
发达,fa1 da2,"developed (country etc), flourishing, to develop,"
个别,ge4 bie2,"individual, specific, respective, just one or two,"
厘米,li2 mi3,"centimeter, also written 厘米,"
预报,yu4 bao4,"forecast,"
紫,zi3,"purple, violet, amethyst, Lithospermum erythrorhizon (flowering plant whose root provides red purple dye), Japanese: murasaki,"
地理,di4 li3,"geography,"
盼望,pan4 wang4,"to hope for, to look forward to,"
残疾,can2 ji2,"disabled, handicapped, deformity on a person or animal,"
惭愧,can2 kui4,"ashamed,"
陆地,lu4 di4,"dry land (as opposed to the sea),"
动画片,dong4 hua4 pian4,"animated film,"
浏览,liu2 lan3,"to skim over, to browse,"
性质,xing4 zhi4,"nature, characteristic, CL:個|个[gè],"
常识,chang2 shi2,"common sense, general knowledge, CL:門|门[mén],"
醋,cu4,"vinegar,"
胶水,jiao1 shui3,"glue,"
进口,jin4 kou3,"to import, imported,"
主张,zhu3 zhang1,"to advocate, to stand for, view, position, stand, proposition, viewpoint, assertion, CL:個|个[gè],"
操场,cao1 chang3,"playground, sports field, drill ground, CL:個|个[gè],"
上当,shang4 dang4,"taken in (by sb's deceit), to be fooled, to be duped,"
生动,sheng1 dong4,"vivid, lively,"
坦率,tan3 shuai4,"frank (discussion), blunt, open,"
钢铁,gang1 tie3,"steel,"
疲劳,pi2 lao2,"fatigue, wearily, weariness, weary,"
失眠,shi1 mian2,"to suffer from insomnia,"
用途,yong4 tu2,"use, application,"
罚款,fa2 kuan3,"(impose a) fine, penalty, fine (monetary),"
戒烟,jie4 yan1,"to give up smoking,"
轮流,lun2 liu2,"to alternate, to take turns,"
键盘,jian4 pan2,"keyboard,"
叉子,cha1 zi5,"fork, CL:把[bǎ],"
巧妙,qiao3 miao4,"ingenious, clever, ingenuity, artifice,"
迫切,po4 qie4,"urgent, pressing,"
单元,dan1 yuan2,"unit, entrance number, staircase (for residential buildings),"
苗条,miao2 tiao5,"slim, slender, graceful,"
未必,wei4 bi4,"not necessarily, maybe not,"
描写,miao2 xie3,"to describe, to depict, to portray, description,"
丝绸,si1 chou2,"silk cloth, silk,"
幸亏,xing4 kui1,"fortunately, luckily,"
原料,yuan2 liao4,"raw material, CL:個|个[gè],"
被子,bei4 zi5,"quilt, CL:床[chuáng],"
应用,ying4 yong4,"to use, to apply, application, applicable,"
征求,zheng1 qiu2,"to solicit, to seek, to request (opinions, feedback etc), to petition,"
海鲜,hai3 xian1,"seafood,"
完善,wan2 shan4,"perfect, to make perfect, to improve,"
步骤,bu4 zhou4,"procedure, step,"
平方,ping2 fang1,"square (as in square foot, square mile, square root),"
武术,wu3 shu4,"military skill or technique (in former times), all kinds of martial art sports (some claiming spiritual development), self-defense, tradition of choreographed fights from opera and film (recent usage), also called kungfu 功夫, CL:種|种[zhǒng],"
学术,xue2 shu4,"learning, science, academic, CL:個|个[gè],"
悲观,bei1 guan1,"pessimistic,"
促使,cu4 shi3,"to induce, to promote, to urge, to impel, to bring about, to provoke, to drive (sb to do sth), to catalyze, to actuate, to contribute to (some development),"
划船,hua2 chuan2,"to row a boat, rowing boat, rowing (sport),"
粮食,liang2 shi5,"foodstuff, cereals, CL:種|种[zhǒng],"
推广,tui1 guang3,"to extend, to spread, to popularize, generalization, promotion (of a product etc),"
空闲,kong4 xian2,"idle, free time, leisure,"
小气,xiao3 qi4,"stingy, petty, miserly, narrow-minded,"
叙述,xu4 shu4,"to relate (a story or information), to tell or talk about, to recount, narration, telling, narrative, account,"
议论,yi4 lun4,"to comment, to talk about, to discuss, discussion, CL:個|个[gè],"
改正,gai3 zheng4,"to correct, to amend, to put right, correction, CL:個|个[gè],"
人事,ren2 shi4,"human affairs, ways of the world, consciousness of the world, what is humanly possible, personnel matters, sexual awareness, sexual passion, facts of life,"
初级,chu1 ji2,"junior, primary,"
长途,chang2 tu2,"long distance,"
优惠,you1 hui4,"preferential, favorable,"
广泛,guang3 fan4,"extensive, wide range,"
美术,mei3 shu4,"art, fine arts, painting, CL:種|种[zhǒng],"
品种,pin3 zhong3,"breed, variety, CL:個|个[gè],"
光滑,guang1 hua2,"glossy, sleek, smooth,"
讲座,jiang3 zuo4,"a course of lectures, CL:個|个[gè],"
嚷,rang3,"blurt out, to shout,"
调皮,tiao2 pi2,"naughty, mischievous, unruly,"
斜,xie2,"inclined, slanting, oblique, tilting,"
册,ce4,"book, booklet, classifier for books,"
诚恳,cheng2 ken3,"sincere, honest, cordial,"
关怀,guan1 huai2,"care, solicitude, to show care for, concerned about, attentive to,"
熟练,shu2 lian4,"practiced, proficient, skilled, skillful,"
胡须,hu2 xu1,"beard, CL:根,綹|绺[liǔ],"
乙,yi3,"second of 10 heavenly stems 十天干, second in order, letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc, second party (in legal contract, usually 乙方, as opposed to 甲方), ethyl, bent, winding, radical in Chinese characters (Kangxi radical 5),"
办理,ban4 li3,"to handle, to transact, to conduct,"
面积,mian4 ji1,"area (of a floor, piece of land etc), surface area, tract of land,"
农业,nong2 ye4,"agriculture, farming,"
池子,chi2 zi5,"pond, CL:個|个[gè],"
合影,he2 ying3,"joint photo, group photo,"
舍不得,she3 bu5 de5,"to hate to do sth, to hate to part with, to begrudge,"
交际,jiao1 ji4,"communication, social intercourse,"
趋势,qu1 shi4,"trend, tendency,"
繁荣,fan2 rong2,"prosperous, booming (economy),"
格外,ge2 wai4,"especially, particularly,"
主观,zhu3 guan1,"subjective,"
凡是,fan2 shi4,"each and every, every, all, any,"
小吃,xiao3 chi1,"snack, refreshments, CL:家[jiā],"
小麦,xiao3 mai4,"wheat, CL:粒[lì],"
慌张,huang1 zhang1,"confused, flustered,"
本领,ben3 ling3,"skill, ability, capability, CL:項|项,個|个[gè],"
分布,fen1 bu4,"distributed, to distribute,"
难看,nan2 kan4,"ugly, unsightly,"
梳子,shu1 zi5,"comb, CL:把[bǎ],"
促进,cu4 jin4,"to promote (an idea or cause), to advance, boost,"
老百姓,lao3 bai3 xing4,"ordinary people, the ""person in the street"", CL:個|个[gè],"
黄瓜,huang2 gua1,"cucumber, CL:條|条[tiáo],"
当代,dang1 dai4,"the present age, the contemporary era,"
敬爱,jing4 ai4,"respect and love,"
桔子,ju2 zi5,"tangerine, also written 橘子,"
姥姥,lao3 lao5,"(informal) mother's mother, maternal grandmother,"
丙,bing3,"third of 10 heavenly stems 十天干, third in order, letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc, propyl,"
中介,zhong1 jie4,"to act as intermediary, to link, intermediate, inter-, agency, agent,"
爱护,ai4 hu4,"to cherish, to treasure, to take care of, to love and protect,"
谜语,mi2 yu3,"riddle, conundrum,"
开幕式,kai1 mu4 shi4,"opening ceremony,"
勤奋,qin2 fen4,"hardworking, diligent,"
字幕,zi4 mu4,"caption, subtitle,"
皮鞋,pi2 xie2,"leather shoes,"
实用,shi2 yong4,"practical, functional, pragmatic, applied (science),"
自觉,zi4 jue2,"conscious, aware, on one's own initiative, conscientious,"
象棋,xiang4 qi2,"Chinese chess, CL:副[fù],"
傍晚,bang4 wan3,"in the evening, when night falls, towards evening, at night fall, at dusk,"
照常,zhao4 chang2,"(business etc) as usual,"
夹子,jia1 zi5,"clip, clamp, tongs, folder, wallet,"
尖锐,jian1 rui4,"sharp, intense, penetrating, pointed, acute (illness),"
讲究,jiang3 jiu5,"to pay particular attention to, exquisite, aesthetic,"
不耐烦,bu4 nai4 fan2,"impatience, impatient,"
缩短,suo1 duan3,"to curtail, to cut down,"
振动,zhen4 dong4,"vibration,"
单调,dan1 diao4,"monotonous,"
寺庙,si4 miao4,"temple, monastery, shrine,"
发票,fa1 piao4,"invoice, receipt or bill for purchase,"
轻视,qing1 shi4,"contempt, contemptuous, to despise, to scorn, scornful,"
纷纷,fen1 fen1,"one after another, in succession, one by one, continuously, diverse, in profusion, numerous and confused, pell-mell,"
艰巨,jian1 ju4,"arduous, terrible (task), very difficult, formidable,"
橡皮,xiang4 pi2,"rubber, an eraser, CL:塊|块[kuài],"
应聘,ying4 pin4,"to accept a job offer, to apply for an advertised position,"
竹子,zhu2 zi5,"bamboo, CL:棵,支,根[gēn],"
矿泉水,kuang4 quan2 shui3,"mineral spring water, CL:瓶,杯[bēi],"
打喷嚏,da3 pen1 ti4,"to sneeze,"
连续剧,lian2 xu4 ju4,"serialized drama, dramatic series, show in parts,"
行人,xing2 ren2,"pedestrian, traveler on foot, passer-by, official responsible for arranging audiences with the emperor,"
可见,ke3 jian4,"it can clearly be seen (that this is the case), it is (thus) clear, clear, visible,"
再三,zai4 san1,"over and over again, again and again,"
灰心,hui1 xin1,"to lose heart, to be discouraged,"
酱油,jiang4 you2,"soy sauce,"
刻苦,ke4 ku3,"hardworking, assiduous,"
礼拜天,Li3 bai4 tian1,"Sunday,"
样式,yang4 shi4,"type, style,"
悠久,you1 jiu3,"established, long,"
作文,zuo4 wen2,"to write an essay, composition (student essay), CL:篇[piān],"
无奈,wu2 nai4,"helpless, without choice, for lack of better option, grudgingly, willy-nilly, nolens volens, abbr. for 無可奈何|无可奈何[wú kě nài hé],"
结账,jie2 zhang4,"to pay the bill, to settle accounts, also written 結帳|结帐,"
田野,tian2 ye3,"field, open land, CL:片[piàn],"
寿命,shou4 ming4,"life span, life expectancy,"
因而,yin1 er2,"therefore, as a result, thus, and as a result, ...,"
疼爱,teng2 ai4,"to love dearly,"
体积,ti3 ji1,"volume, bulk, CL:個|个[gè],"
硬件,ying4 jian4,"hardware,"
游览,you2 lan3,"to go sight-seeing, to tour, to visit, CL:次[cì],"
抽象,chou1 xiang4,"abstract, abstraction, CL:種|种[zhǒng],"
试卷,shi4 juan4,"examination paper, test paper, CL:份,張|张[zhāng],"
书架,shu1 jia4,"bookshelf, CL:個|个[gè],"
委屈,wei3 qu5,"to feel wronged, to cause sb to feel wronged, grievance,"
逐步,zhu2 bu4,"progressively, step by step,"
充电器,chong1 dian4 qi4,"battery charger,"
除夕,Chu2 xi1,"(New Year's) Eve,"
公元,gong1 yuan2,"CE (Common Era), Christian Era, AD (Anno Domini),"
排球,pai2 qiu2,"volleyball, CL:個|个[gè],"
退步,tui4 bu4,"to do less well than before, to make a concession, setback, backward step, leeway, room to maneuver, fallback,"
风俗,feng1 su2,"social custom, CL:個|个[gè],"
概括,gai4 kuo4,"to summarize, to generalize, briefly, CL:個|个[gè],"
国籍,guo2 ji2,"nationality,"
果实,guo3 shi2,"fruit, gains,"
次要,ci4 yao4,"secondary,"
往返,wang3 fan3,"to go back and forth, to go to and fro, round trip,"
固体,gu4 ti3,"solid,"
提倡,ti2 chang4,"to promote, to advocate,"
着凉,zhao2 liang2,"to catch cold,"
勤劳,qin2 lao2,"hardworking, industrious, diligent,"
发愁,fa1 chou2,"to worry, to fret, to be anxious, to become sad,"
拐弯,guai3 wan1,"to go round a curve, to turn a corner, fig. a new direction,"
看不起,kan4 bu5 qi3,"to look down upon, to despise,"
能干,neng2 gan4,"capable, competent,"
广大,guang3 da4,"(of an area) vast or extensive, large-scale, widespread, (of people) numerous,"
均匀,jun1 yun2,"even, well-distributed, homogeneous,"
省略,sheng3 lve4,"to leave out, an omission,"
吃亏,chi1 kui1,"to suffer losses, to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately,"
学问,xue2 wen4,"learning, knowledge, CL:個|个[gè],"
内科,nei4 ke1,"internal medicine, general medicine,"
鲜艳,xian1 yan4,"bright-colored, gaily-colored,"
不见得,bu4 jian4 de5,"not necessarily, not likely,"
嘱咐,zhu3 fu4,"to tell, to exhort, injunction,"
光盘,guang1 pan2,"compact disc, CD or DVD, CD ROM, CL:片,張|张[zhāng],"
孝顺,xiao4 shun4,"filial piety, to be obedient to one's parents,"
朴素,pu3 su4,"plain and simple, unadorned, simple living, not frivolous,"
声调,sheng1 diao4,"tone, note, a tone (on a Chinese syllable), CL:個|个[gè],"
灾害,zai1 hai4,"disastrous damage, scourge, CL:個|个[gè],"
爱惜,ai4 xi1,"to cherish, to treasure, to use sparingly,"
国庆节,Guo2 qing4 jie2,"PRC National Day (October 1st),"
陆续,lu4 xu4,"in turn, successively, one after the other, bit by bit,"
雄伟,xiong2 wei3,"grand, imposing, magnificent, majestic,"
立方,li4 fang1,"cube,"
登机牌,deng1 ji1 pai2,"boarding pass,"
片面,pian4 mian4,"unilateral, one-sided,"
占线,zhan4 xian4,"busy (telephone line),"
鞭炮,bian1 pao4,"firecrackers, a string of small firecrackers, CL:枚[méi],"
清淡,qing1 dan4,"light (of food, not greasy or strongly flavored), insipid, slack (sales),"
班主任,ban1 zhu3 ren4,"teacher in charge of a class,"
包子,bao1 zi5,"steamed stuffed bun, CL:個|个[gè],"
馒头,man2 tou5,"steamed roll, steamed bun, steamed bread, CL:個|个[gè],"
扇子,shan4 zi5,"fan, CL:把[bǎ],"
与其,yu3 qi2,"rather than..., 與其|与其 A 不如 B (rather than A, better to B),"
日用品,ri4 yong4 pin3,"articles for daily use, CL:件,個|个[gè],"
干活儿,gan4 huo2 r5,"to work, manual labor,"
胡同,hu2 tong4,"variant of 胡同[hú tòng],"
中旬,zhong1 xun2,"middle third of a month,"
教材,jiao4 cai2,"teaching material, CL:本[běn],"
本科,ben3 ke1,"undergraduate course, undergraduate (adjective),"
鼠标,shu3 biao1,"mouse (computing),"
文具,wen2 ju4,"stationery, item of stationery (pen, pencil, eraser, pencil sharpener etc),"
煤炭,mei2 tan4,"coal,"
急忙,ji2 mang2,"hastily,"
推辞,tui1 ci2,"to decline (an appointment, invitation etc),"
成语,cheng2 yu3,"Chinese set expression, often made up of 4 characters or two couplets of 4 characters each, often alluding to a story or historical quotation, idiom; proverb; saying; adage; set expression, CL:條|条,本,句[jù],"
提纲,ti2 gang1,"the key point, outline,"
元旦,Yuan2 dan4,"New Year's Day,"
华裔,Hua2 yi4,"ethnic Chinese, non-Chinese citizen of Chinese ancestry,"
汇率,hui4 lv4,"exchange rate,"
解说员,jie3 shuo1 yuan2,"commentator,"
近代,jin4 dai4,"modern times,"
烤鸭,kao3 ya1,"roast duck,"
